,SbjNum,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
1202,60760179,"BBC World News,Chipata,E Africa,M-Net,M-Net Movies Stars,M-Net Movies Zone,Muvi TV,Mzansi,Nat Geo Wild,National Geographic Channel,One Gospel,Parliament TV,Prime Television,QTV Zambia,Sky News,Sony Entertainment,Sony Max,Spark,Star Africa 2,Star Bollywood,Star Chinese 2,Star Movies 1,Star Movies 1 +2Hrs,Star Novela E1,Star Novela E3,Star One,Star Plus,Star Series E1,Startimes Sports 2,Studio Universal,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 7,SuperSport 8,SuperSport 9,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,Diamond","Al Jazeera,BBC World News,Chipata,E Africa,M-Net,M-Net Movies Stars,M-Net Movies Zone,Muvi TV,Mzansi,Nat Geo Wild,National Geographic Channel,One Gospel,Prime Television,QTV Zambia,Sky News,Sony Entertainment,Sony Max,Star Africa 2,Star Bollywood,Star Chinese 2,Star Movies 1,Star Movies 1 +2Hrs,Star Novela E3,Star One,Star Series E1,Studio Universal,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 7,SuperSport 8,SuperSport 9,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond","ZNBC TV2,ZNBC TV1","ZNBC TV 2,ZNBC TV 3","BBC World News,Chipata,Muvi TV,Prime Television,Star Movies 1,Star Series E1,Studio Universal,SuperSport,SuperSport 1,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond","Al Jazeera,BBC World News,E Africa,M-Net,Muvi TV,Mzansi,Nat Geo Wild,National Geographic Channel,One Gospel,Prime Television,QTV Zambia,Sky News,Sony Entertainment,Sony Max,Star Africa 2,Star Bollywood,Star One,SuperSport,SuperSport 1,SuperSport 3,SuperSport 7,SuperSport 9,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond"
1203,60762545,"Muvi TV,Prime Television","Prime Television,ZNBC TV2,ZNBC TV1",ZNBC TV1,"ZNBC TV 2,ZNBC TV 1","Prime Television,ZNBC TV2,ZNBC TV1","Prime Television,ZNBC TV2,ZNBC TV1"
1204,60762546,"African Magic, Zambezi Magic,Al Jazeera,Animal Planet,BBC World News,BET,BET International,Boomerang,CBC TV,CCTV News,Channel O,CNN,Comedy Central,Crime + Investigation,Discovery Channel,Discovery IDX,Disney Channel,Disney XD,E Africa,E! Entertainment,Ebony Life TV,Emmanuel TV,ESPN,Fashion TV,Food Network,Fox,History,Hossana Tv,ID Investigation Discovery,Ignition,Iroko Play-African Movies,Jim Jam,kyk NET,Learn Tv,Life TV,Mindset,M-Net,M-Net City,M-Net Edge,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,Mobi Tv,MTV Base,Music,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Novela E1,Prime Television,QTV Zambia,SABC,Sky News,Sony Entertainment,Sony Max,Soweto TV,Studio Universal,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport Select,TBN,TCM,Telemundo,TLC Entertainment,Trace Gospel,Trace Muzik,Trace Urban,Universal Channel,VH1 Classic,Vuzu,Vuzu AMP,Zee Cinema","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,BBC World News,BET,BET International,Boomerang,CBC TV,CCTV News,Channel O,CNN,Comedy Central,Crime + Investigation,Discovery Channel,Discovery IDX,Disney Channel,Disney XD,E Africa,E! Entertainment,Ebony Life TV,Emmanuel TV,ESPN,Fashion TV,Food Network,Fox,History,Hossana Tv,ID Investigation Discovery,Ignition,Iroko Play-African Movies,Jim Jam,kyk NET,Learn Tv,Life TV,Mindset,M-Net,M-Net City,M-Net Edge,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,Mobi Tv,MTV,MTV Base,Music,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Novela E1,Prime Television,QTV Zambia,SABC,Sky News,Sony Entertainment,Sony Max,Soweto TV,Studio Universal,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport Select,TBN,TCM,Telemundo,TLC Entertainment,Trace Gospel,Trace Muzik,Trace Urban,Universal Channel,VH1 Classic,Vuzu,Vuzu AMP,Zee Cinema,Zee World,ZNBC TV2,ZNBC TV1","Telemundo,Zee Cinema","Telemundo,Zee Cinema","M-Net Movies Action,M-Net Movies Zone,TCM,Telemundo,Trace Urban,Universal Channel,Zee World","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,BBC World News,BET,BET International,Boomerang,CBC TV,CCTV News,Channel O,CNN,Comedy Central,Crime + Investigation,Discovery Channel,Discovery IDX,Disney Channel,Disney XD,E Africa,E! Entertainment,Ebony Life TV,Emmanuel TV,ESPN,Fashion TV,Food Network,Fox,History,Hossana Tv,ID Investigation Discovery,Ignition,Iroko Play-African Movies,Jim Jam,kyk NET,Learn Tv,Life TV,Mindset,M-Net,M-Net City,M-Net Edge,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,Mobi Tv,MTV,MTV Base,Music,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Novela E1,Prime Television,QTV Zambia,SABC,Sky News,Sony Entertainment,Sony Max,Soweto TV,Studio Universal,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport Select,TBN,TCM,Telemundo,TLC Entertainment,Trace Gospel,Trace Muzik,Trace Urban,Universal Channel,VH1 Classic,Vuzu,Vuzu AMP,Zee Cinema,Zee World,ZNBC TV2,ZNBC TV1"
1205,60762547,Prime Television,"Prime Television,ZNBC TV2,ZNBC TV1",ZNBC TV2,ZNBC TV 2,"Prime Television,ZNBC TV2,ZNBC TV1","Prime Television,ZNBC TV2,ZNBC TV1"
1206,60762548,"Muvi TV,SuperSport 8,SuperSport 9,Supersport Blitz,Trace Sports Stars,ZNBC TV2","Muvi TV,SuperSport 8,SuperSport 9,Supersport Blitz,Trace Sports Stars,ZNBC TV2,ZNBC TV1",ZNBC TV1,"SuperSport 9,ZNBC TV 1","Muvi TV,SuperSport 8,SuperSport 9,Supersport Blitz,Trace Sports Stars,ZNBC TV2,ZNBC TV1","Muvi TV,SuperSport 8,SuperSport 9,Supersport Blitz,Trace Sports Stars,ZNBC TV2,ZNBC TV1"
1207,60762549,"Al Jazeera,M-Net Movies Action,M-Net Movies Zone,Muvi TV,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,TBN,Telemundo,Zee World,ZNBC TV2","Al Jazeera,M-Net Movies Action,M-Net Movies Zone,Muvi TV,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV 1,ZNBC TV1,"Al Jazeera,M-Net Movies Action,M-Net Movies Zone,Muvi TV,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
1208,60762550,"Mobi Tv,Muvi TV,Prime Television,Sky News","BBC World News,CBC TV,CCTV News,DW-TV,E Africa,Mobi Tv,Muvi TV,Prime Television,QTV Zambia,Sky News,ZNBC TV2,ZNBC TV1",ZNBC TV2,ZNBC TV 2,"CBC TV,Prime Television,ZNBC TV2,ZNBC TV1","BBC World News,CBC TV,CCTV News,DW-TV,E Africa,Mobi Tv,Muvi TV,Prime Television,QTV Zambia,Sky News,ZNBC TV2,ZNBC TV1"
1209,60762551,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,Iroko Play-African Movies,Jim Jam,Mobi Tv,Muvi TV,Mzansi,Nickelodeon,One Gospel,Prime Television,QTV Zambia,Sky News,SuperSport 8,SuperSport 9,TBN,Telemundo,ZNBC TV3","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,Iroko Play-African Movies,Jim Jam,Mobi Tv,Muvi TV,Mzansi,Nickelodeon,One Gospel,Prime Television,QTV Zambia,Sky News,SuperSport 8,SuperSport 9,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1","Zee World,ZNBC TV2,ZNBC TV1","Zee World,ZNBC TV 2,ZNBC TV 1","Nickelodeon,Prime Television,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,Iroko Play-African Movies,Jim Jam,Mobi Tv,Muvi TV,Mzansi,Nickelodeon,One Gospel,Prime Television,QTV Zambia,Sky News,SuperSport 8,SuperSport 9,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1"
1210,60762552,"African Magic, Zambezi Magic,CBC TV,Channel O,DW-TV,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,SuperSport 5,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,TBN,Telemundo","African Magic, Zambezi Magic,CBC TV,Channel O,DW-TV,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,SuperSport 5,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,TBN,Telemundo,ZNBC TV2,ZNBC TV1","Prime Television,SuperSport 8,SuperSport 9,ZNBC TV2,ZNBC TV1","Emmanuel TV,Prime Television,ZNBC TV 2,ZNBC TV 1","Emmanuel TV,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,CBC TV,Channel O,DW-TV,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,SuperSport 5,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,TBN,Telemundo,ZNBC TV2,ZNBC TV1"
1211,60762553,"African Magic, Zambezi Magic,AMC Series,AMC USA,B4U Movies,BBC Brit,BBC First,BBC Lifestyle,BET,Bloomberg,CBC TV,CCTV News,Channel O,CNBC,CNN,Comedy Central,Discovery Channel,Discovery Family,Discovery IDX,Disney Channel,Disney XD,DW-TV,E Africa,E! Entertainment,Ebony Life TV,Emmanuel TV,ESPN,Eva English,Fashion TV,Food Network,Fox,Fox Crime,Fox Entertainment,France 24,Glow TV,Gospel Music TV,History,Ignition,Iroko Play-African Movies,ITV Choice,Jim Jam,kyk NET,Life TV,Lifetime,Mindset,M-Net,M-Net City,M-Net Edge,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,Mobi Tv,MTV,MTV Base,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,One Gospel,Prime Television,QTV Zambia,SABC,Sky News,Sony Entertainment,Sony Max,Studio Universal,SuperSport maximo,TBN,TCM,Telemundo,Telly Track,TLC Entertainment,Trace Gospel,Trace Sports Stars,Trace Urban,Travel Channel,Universal Channel,VH1 Classic,Vuzu,Vuzu AMP,Zee Cinema,Zee World","African Magic, Zambezi Magic,Al Jazeera,AMC Series,AMC USA,B4U Movies,BBC Brit,BBC First,BBC Lifestyle,BBC World News,BET,Bloomberg,Boomerang,Cartoon network,CBC TV,CCTV News,Channel O,CNBC,CNN,Comedy Central,Discovery Channel,Discovery Family,Discovery IDX,Disney Channel,Disney XD,DW-TV,E Africa,E! Entertainment,Ebony Life TV,Emmanuel TV,ESPN,Eva English,Fashion TV,Food Network,Fox,Fox Crime,Fox Entertainment,France 24,Glow TV,Gospel Music TV,History,Ignition,Iroko Play-African Movies,ITV Choice,Jim Jam,kyk NET,Life TV,Lifetime,Mindset,M-Net,M-Net City,M-Net Edge,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,Mobi Tv,MTV,MTV Base,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,One Gospel,Prime Television,QTV Zambia,SABC,Sky News,Sony Entertainment,Sony Max,Studio Universal,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport maximo,SuperSport Select,TBN,TCM,Telemundo,Telly Track,TLC Entertainment,Trace Gospel,Trace Sports Stars,Trace Urban,Travel Channel,Universal Channel,VH1 Classic,Vuzu,Vuzu AMP,Zee Cinema,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,","Sony Entertainment,Studio Universal,Supersport Blitz","BBC World News,Sony Max,Studio Universal,SuperSport 8,SuperSport 9,Supersport Blitz,Trace Urban","BBC World News,Sony Entertainment,Studio Universal,TBN,Trace Urban","African Magic, Zambezi Magic,Al Jazeera,AMC Series,AMC USA,B4U Movies,BBC Brit,BBC First,BBC Lifestyle,BBC World News,BET,Bloomberg,Boomerang,Cartoon network,CBC TV,CCTV News,Channel O,CNBC,CNN,Comedy Central,Discovery Channel,Discovery Family,Discovery IDX,Disney Channel,Disney XD,DW-TV,E Africa,E! Entertainment,Ebony Life TV,Emmanuel TV,ESPN,Eva English,Fashion TV,Food Network,Fox,Fox Crime,Fox Entertainment,France 24,Glow TV,Gospel Music TV,History,Ignition,Iroko Play-African Movies,ITV Choice,Jim Jam,kyk NET,Life TV,Lifetime,Mindset,M-Net,M-Net City,M-Net Edge,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,Mobi Tv,MTV,MTV Base,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,One Gospel,Prime Television,QTV Zambia,SABC,Sky News,Sony Entertainment,Sony Max,Studio Universal,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport maximo,SuperSport Select,TBN,TCM,Telemundo,Telly Track,TLC Entertainment,Trace Gospel,Trace Sports Stars,Trace Urban,Travel Channel,Universal Channel,VH1 Classic,Vuzu,Vuzu AMP,Zee Cinema,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1"
1212,60762554,"African Magic, Zambezi Magic,BET,Channel O,E Africa,E! Entertainment,Muvi TV,Nickelodeon,Prime Television,QTV Zambia","African Magic, Zambezi Magic,BET,Channel O,E Africa,E! Entertainment,Muvi TV,Nickelodeon,Prime Television,QTV Zambia,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","Telemundo,Zee World,ZNBC TV1","Telemundo,Zee World,ZNBC TV 1","BET,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,BET,Channel O,E Africa,E! Entertainment,Muvi TV,Nickelodeon,Prime Television,QTV Zambia,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
1213,60762555,"Emmanuel TV,Prime Television,QTV Zambia,TBN","Emmanuel TV,Prime Television,QTV Zambia,SuperSport 9,TBN,ZNBC TV2,ZNBC TV1",SuperSport 9,"SuperSport 9,ZNBC TV 1","Emmanuel TV,Prime Television,QTV Zambia,SuperSport 9,TBN,ZNBC TV2,ZNBC TV1","Emmanuel TV,Prime Television,QTV Zambia,SuperSport 9,TBN,ZNBC TV2,ZNBC TV1"
1214,60762556,Emmanuel TV,"Emmanuel TV,ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","ZNBC TV 2,ZNBC TV 1","Emmanuel TV,ZNBC TV2,ZNBC TV1","Emmanuel TV,ZNBC TV2,ZNBC TV1"
1215,60762557,"Muvi TV,ZNBC TV2","Muvi TV,ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","ZNBC TV 2,ZNBC TV 1","ZNBC TV2,ZNBC TV1","Muvi TV,ZNBC TV2,ZNBC TV1"
1216,60762558,"SuperSport 8,SuperSport 9,Supersport Blitz","SuperSport 8,SuperSport 9,Supersport Blitz,ZNBC TV2,ZNBC TV1","SuperSport 8,Supersport Blitz","SuperSport 9,Supersport Blitz","SuperSport 8,SuperSport 9,Supersport Blitz,ZNBC TV2,ZNBC TV1","SuperSport 8,SuperSport 9,Supersport Blitz,ZNBC TV2,ZNBC TV1"
1217,60762559,"African Magic, Zambezi Magic,BBC World News,CBS TV,CNBC,CNN","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1","ZNBC TV 2,ZNBC TV 1","ZNBC TV2,ZNBC TV1","ZNBC TV2,ZNBC TV1"
