SbjNum,Where TV was watched P7D,Other Locations where TV was watched P7D,Usually access to TV channel(s),6 am to 9 am,9 am to 12 pm,12 pm to 3 pm,3 pm to 6 pm,6 pm to 9 pm,9 pm to 1 am,1 am to 6 am,,Favourite or Most Preferred Television Station,Reasons for Favourite or Most Preferred Television Station,Preferred days of the week to watch,Types of TV programmes like to watch,Other Types of TV programmes like to watch,ZNBC TV1 programmes watched in P7D,Other ZNBC TV1 programmes watched in P7D,ZNBC TV2 programmes watched in P7D,Other ZNBC TV2 programmes watched in P7D,ZNBC TV1 programmes watched in P7D,ZNBC TV2 programmes watched in P7D,Muvi TV,Mobi Tv,CBC TV,CBS TV,TBN,Africa Unite,DSTV,My TV,GOTV,Prime TV,Echo TV,City Channel Cable Network TV,North-Western TV,Diamond TV,Kwese TV,Don’t know/ don’t watch these types of programmes,Other (specify),"Best TV stations for News/current affairs, Sports, Entertainment, Education, Religious issues, Political issues, Movies, Dramas"
60618441,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,4 days per week,Less than that,Do not watch at this time,,M-Net Movies Action,I enjoy watching movies,"Saturday,Sunday","Soccer commentaries,American movies", ,, ,, ,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60618442,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60618443,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60618444,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60618445,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,1 day per week,2 days per week,Less than that,Do not watch at this time,,SuperSport 9,good sports programs,"Friday,Saturday,Sunday",Soccer commentaries, ,, ,, ,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Sports,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60618446,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60618447,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60618448,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60623913,"At home,Another household (friends, relatives house)", ,On a TV set,Less than that,3 days per week,2 days per week,5 days per week,7 days per week,7 days per week,Less than that,,SuperSport 3,Best for sports entertainment.,"Wednesday,Saturday","Soccer commentaries,Documentaries,American movies,Mexican movies,Local drama", ,"News,Focus,Kwacha Good Morning", ,Morning Live, ,News & current affairs,News & current affairs,Dramas,None/Don’t know,Entertainment,Entertainment,Religious issues,Dramas,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,Movies,,, 
60625343,At home, ,On a mobile phone,Less than that,5 days per week,5 days per week,5 days per week,5 days per week,6 days per week,Less than that,,Zee World,They air the best inspiring movies.,"Monday,Tuesday,Wednesday,Thursday,Friday","Other sports,Documentaries,African movies,American movies,Mexican movies,Local drama,Other (specify)",Indian movies,Smooth Talk, ,Other (specify),3.7 blaze,News & current affairs,News & current affairs,Entertainment,None/Don’t know,Dramas,None/Don’t know,Religious issues,Movies,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60626413,At home, ,On a TV set,Less than that,6 days per week,6 days per week,5 days per week,7 days per week,7 days per week,Less than that,,Zee World,They air inspiring movies.,"Monday,Tuesday,Wednesday,Thursday,Friday","Other sports,Documentaries,African movies,Mexican movies,Local drama", ,, ,, ,News & current affairs,News & current affairs,Dramas,None/Don’t know,Political issues,None/Don’t know,Religious issues,Movies,Entertainment,Movies,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60627779,At home, ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,Do not watch at this time,Do not watch at this time,,African magic,They bring nice movies,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,Other (specify)",Indian movies,"News,Sounds Arcade", ,, ,News & current affairs,News & current affairs,Movies,None/Don’t know,Movies,Entertainment,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,Religious issues,None/Don’t know,Movies,Entertainment,,, 
60627780,At home, ,On a TV set,Do not watch at this time,3 days per week,Do not watch at this time,Do not watch at this time,6 days per week,Do not watch at this time,Do not watch at this time,,Zee World,I like the series that come,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",American movies, ,, ,, ,News & current affairs,News & current affairs,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Movies,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,,, 
60627781,At home, ,On a TV set,Do not watch at this time,7 days per week,Do not watch at this time,7 days per week,7 days per week,Do not watch at this time,Do not watch at this time,,Iroko Play-African Movies,I love the Nigerian movies they play,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",African movies, ,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,Entertainment,Entertainment,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60627782,At home, ,On a TV set,7 days per week,7 days per week,6 days per week,4 days per week,7 days per week,Do not watch at this time,Do not watch at this time,,Zee Cinema,Movies,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,Other (specify)",Indian 2,, ,, ,Political issues,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60627783,At home, ,On a TV set,1 day per week,1 day per week,Do not watch at this time,Do not watch at this time,7 days per week,7 days per week,Do not watch at this time,,Zee World,It entertains us as a family,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,American movies,South African drama programmes,Local drama", ,, ,, ,Political issues,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,Movies,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,Movies,None/Don’t know,Entertainment,None/Don’t know,,, 
60628614,At home, ,On a TV set,1 day per week,Do not watch at this time,1 day per week,1 day per week,1 day per week,Less than that,Less than that,,Telemundo,I like watching Mexican soap,"Monday,Tuesday,Thursday,Friday,Saturday,Sunday","African movies,American movies,Mexican movies,Local drama", ,"News,Lunch Break,Kwacha Good Morning,Faith Gospel", ,Morning Live, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,Entertainment,Education,Religious issues,Entertainment,Entertainment,None/Don’t know,Entertainment,Movies,None/Don’t know,News & current affairs,None/Don’t know,Dramas,None/Don’t know,,, 
60628615,At home, ,On a TV set,1 day per week,1 day per week,1 day per week,3 days per week,7 days per week,7 days per week,Less than that,,Zee World,they nice indian movie,"Wednesday,Friday,Saturday","Documentaries,Mexican movies,Local drama,Magazine", ,"News,Sunday Interview", ,Morning Live, ,News & current affairs,News & current affairs,News & current affairs,News & current affairs,Education,Entertainment,Education,Movies,Movies,None/Don’t know,Dramas,Movies,Dramas,News & current affairs,None/Don’t know,Dramas,None/Don’t know,,, 
60628616,"At home,Another household (friends, relatives house)", ,On a TV set,1 day per week,Do not watch at this time,Do not watch at this time,Less than that,1 day per week,2 days per week,Less than that,,BBC World News,they bring fully detailed international news,"Saturday,Sunday","Soccer commentaries,American movies", ,News, ,"Morning Live,Other (specify)",current affairs news,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60628617,At home, ,On a TV set,1 day per week,Do not watch at this time,Do not watch at this time,Do not watch at this time,7 days per week,5 days per week,Less than that,,Muvi Muvis,they bring good latest movies,"Thursday,Friday,Saturday,Sunday","African movies,American movies,Mexican movies,South African drama programmes,Local drama", ,"News,Sunday Interview,Faith Gospel", ,Morning Live, ,News & current affairs,News & current affairs,News & current affairs,Entertainment,Entertainment,Entertainment,Religious issues,Movies,Movies,Dramas,None/Don’t know,News & current affairs,None/Don’t know,Education,None/Don’t know,Dramas,None/Don’t know,,, 
60628618,"At home,Another household (friends, relatives house)", ,On a TV set,7 days per week,3 days per week,1 day per week,1 day per week,Less than that,Less than that,Less than that,,Diamond,because of my favorite program called ma diva,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Documentaries,African movies,American movies,Mexican movies,South African drama programmes,Local drama,Magazine,Other (specify)",talk shows,News, ,"Morning Live,Other (specify)",news,News & current affairs,News & current affairs,Dramas,None/Don’t know,None/Don’t know,Entertainment,Religious issues,Dramas,Movies,Dramas,None/Don’t know,Movies,Entertainment,News & current affairs,None/Don’t know,Entertainment,None/Don’t know,,, 
60628705,At home, ,On a TV set,2 days per week,5 days per week,5 days per week,6 days per week,7 days per week,7 days per week,Less than that,,Zee World,Best for inspiring movies.,"Monday,Tuesday,Wednesday,Thursday,Friday","American movies,Mexican movies,Other (specify)",Indian movies,, ,, ,News & current affairs,News & current affairs,Entertainment,Entertainment,Entertainment,None/Don’t know,Religious issues,Dramas,Entertainment,Movies,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60628706,At home, ,On a TV set,Less than that,5 days per week,3 days per week,6 days per week,7 days per week,7 days per week,Less than that,,Emmanuel TV,Best for bible teaching.,Sunday,"African movies,American movies,Mexican movies,Local drama", ,, ,, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,Entertainment,None/Don’t know,Religious issues,None/Don’t know,Entertainment,Movies,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60628707,At home, ,On a TV set,2 days per week,3 days per week,5 days per week,6 days per week,7 days per week,7 days per week,Less than that,,Emmanuel TV,The air the best sermons.,"Friday,Saturday,Sunday","Documentaries,American movies,Local drama", ,, ,, ,News & current affairs,News & current affairs,Dramas,None/Don’t know,Entertainment,None/Don’t know,Religious issues,Dramas,Movies,Movies,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,Movies,,, 
60628708,"At home,Another household (friends, relatives house)", ,On a TV set,2 days per week,5 days per week,5 days per week,5 days per week,7 days per week,7 days per week,Less than that,,Zee World,Best for inspiring movies.,"Monday,Tuesday,Wednesday,Thursday,Friday","Other sports,Documentaries,African movies,American movies,Mexican movies,Local drama", ,News, ,Other (specify),News,News & current affairs,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Movies,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60628960,At home, ,On the Internet,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,,TV1,because i listened to the many news,"Tuesday,Wednesday,Thursday,Friday,Saturday",, ,"News,Sports -on,Sounds Arcade,Focus,Kwacha Good Morning,Lets Talk,Smooth Talk,TV Local Language Programmes (Njuwelelo, chintobentobe, …),Love Games,Your Health Matters,Y Zone,Shimaini,Born & Bred", ,, ,News & current affairs,Dramas,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60629472,"At home,Another household (friends, relatives house),Public van", ,On a TV set,2 days per week,6 days per week,7 days per week,6 days per week,7 days per week,7 days per week,Less than that,,SuperSport 3,Best wrestling entertainment.,"Wednesday,Saturday","Soccer commentaries,Documentaries,American movies,Mexican movies,Local drama", ,, ,, ,News & current affairs,News & current affairs,Dramas,Dramas,None/Don’t know,None/Don’t know,Religious issues,Movies,Entertainment,Movies,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,Dramas,Dramas,Movies,,, 
60629587,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,7 days per week,Do not watch at this time,Less than that,Do not watch at this time,Do not watch at this time,,African magic,because of African movies,Monday,, ,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,Movies,Entertainment,Movies,Movies,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
