SbjNum,TOM - TV Spontaneous Awareness,Other Mentions - TV Spontaneous Awareness,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
60642332,"African Magic, Zambezi Magic,B4U Movies,BBC First,BBC World News,Bollywood,CNN,E Africa,Emmanuel TV,Fox Sports,M-Net Movies Zone,Nickelodeon,POP,Prime Television,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,Telemundo,Zee World,Diamond", ,"Al Jazeera,Fashion TV,Food Network","M-Net Movies Zone,Nickelodeon,Prime Television,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5","M-Net Movies Zone,Nickelodeon,SuperSport 2","M-Net Movies Zone,Nickelodeon,Prime Television,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5","M-Net Movies Zone,Nickelodeon,Prime Television,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5","M-Net Movies Zone,Nickelodeon,Prime Television,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5"
60642412,"Kiss,Magic,Telemundo,Trace Muzik,Zee World,TV 2,TV 3,TV1", ,"African Magic, Zambezi Magic,African Movie Channel (AMC),B4U Movies,Channel Ten,Citizen TV,Classic Music TV,Duck TV,DW-TV,History,Jim Jam,MBC,Natura,Nick Jr,Trace Gospel,Zee Cinema,Zuku Entertainment,Zuku Kids,Zuku Life,Zuku Movies Action,Zuku Movies Family,Zuku Movies Max,Zuku Nolly,Zuku Novella,Zuku Swahili Movies,Zuku Zone","African Magic, Zambezi Magic,African Movie Channel (AMC),B4U Movies,Channel Ten,Citizen TV,Classic Music TV,Duck TV,DW-TV,History,Jim Jam,Kiss,Magic,MBC,Natura,Nick Jr,Telemundo,Trace Gospel,Trace Muzik,Zee Cinema,Zee World,TV 2,TV 3,TV1,Zuku Entertainment,Zuku Kids,Zuku Life,Zuku Movies Action,Zuku Movies Family,Zuku Movies Max,Zuku Nolly,Zuku Novella,Zuku Swahili Movies,Zuku Zone","African Magic, Zambezi Magic","African Movie Channel (AMC),Zee World","African Magic, Zambezi Magic,African Movie Channel (AMC),Kiss,Magic,Trace Gospel,Trace Muzik,Zee World,TV 2,TV1,Zuku Kids,Zuku Life,Zuku Movies Action,Zuku Nolly,Zuku Novella,Zuku Swahili Movies","African Magic, Zambezi Magic,African Movie Channel (AMC),B4U Movies,Channel Ten,Citizen TV,Classic Music TV,Duck TV,DW-TV,History,Jim Jam,Kiss,Magic,MBC,Natura,Nick Jr,Telemundo,Trace Gospel,Trace Muzik,Zee Cinema,Zee World,TV 2,TV 3,TV1,Zuku Entertainment,Zuku Kids,Zuku Life,Zuku Movies Action,Zuku Movies Family,Zuku Movies Max,Zuku Nolly,Zuku Novella,Zuku Swahili Movies,Zuku Zone"
60642680,"African Magic, Zambezi Magic,Discovery Channel,E Africa,Emmanuel TV,National Geographic Channel,Nickelodeon,Prime Television,Zee World,TV 2,TV1,Diamond", ,Q TV,"African Magic, Zambezi Magic,Discovery Channel,E Africa,Emmanuel TV,Q TV,Zee World,TV 2,TV1",Discovery Channel,"Discovery Channel,TV 2,TV1","African Magic, Zambezi Magic,Discovery Channel,Zee World,TV 2,TV1","African Magic, Zambezi Magic,Discovery Channel,E Africa,Emmanuel TV,Q TV,Zee World,TV 2,TV1"
60642681,"African Magic, Zambezi Magic,E! Entertainment,Emmanuel TV,Nickelodeon,Prime Television,Telemundo,Zee World,TV 2,TV1", ,"Al Jazeera,BBC World News","African Magic, Zambezi Magic,Al Jazeera,BBC World News,E! Entertainment,Emmanuel TV,Nickelodeon,Prime Television,Telemundo,Zee World,TV 2,TV1",Telemundo,"Telemundo,Zee World","African Magic, Zambezi Magic,Telemundo,Zee World,TV 2,TV1","African Magic, Zambezi Magic,Emmanuel TV,Telemundo,Zee World,TV 2,TV1"
60642682,"African Magic, Zambezi Magic,Emmanuel TV,Prime Television,Zee World,TV 2,TV1,Diamond", ,"Cartoon network,E Africa","African Magic, Zambezi Magic,Cartoon network,E Africa,Emmanuel TV,Prime Television,Zee World,TV 2,TV1","African Magic, Zambezi Magic","African Magic, Zambezi Magic","African Magic, Zambezi Magic,Emmanuel TV,TV 2,TV1","African Magic, Zambezi Magic,Emmanuel TV,Zee World,TV 2,TV1"
60642683,"African Magic, Zambezi Magic,BBC World News,Boomerang,Channel O,Discovery Channel,E! Entertainment,Emmanuel TV,Jim Jam,M-Net,National Geographic Channel,Nickelodeon,Sony Max,SuperSport Select,Telemundo,Zee World,TV 2,TV1", ,Diamond,"African Magic, Zambezi Magic,BBC World News,Boomerang,Channel O,Discovery Channel,E! Entertainment,Emmanuel TV,Jim Jam,M-Net,National Geographic Channel,Nickelodeon,Sony Max,SuperSport Select,Telemundo,Zee World,TV 2,TV1,Diamond",Discovery Channel,"African Magic, Zambezi Magic,Discovery Channel,Telemundo","African Magic, Zambezi Magic,Discovery Channel,Emmanuel TV,National Geographic Channel,Nickelodeon,SuperSport Select,Telemundo,Zee World,TV 2","African Magic, Zambezi Magic,BBC World News,Boomerang,Channel O,Discovery Channel,E! Entertainment,Emmanuel TV,Jim Jam,M-Net,National Geographic Channel,Nickelodeon,Sony Max,SuperSport Select,Telemundo,Zee World,TV 2,TV1,Diamond"
60642684,"African Magic, Zambezi Magic,Zee World,TV 2,TV1", ,None,,,,,
60642685,Emmanuel TV, ,"TV 2,TV1","Emmanuel TV,TV 2,TV1",Emmanuel TV,Emmanuel TV,"Emmanuel TV,TV 2,TV1","Emmanuel TV,TV 2,TV1"
60643021,"African Magic, Zambezi Magic,Channel O,Telemundo,Zee World,TV 2,TV1", ,"African Movie Channel (AMC),Al Jazeera,BBC World News,Chipata,Discovery Channel,Disney Channel,Disney XD,E! Entertainment,M-Net,M-Net Movies Action,MTV,MTV Base,National Geographic Channel,Nickelodeon,One Gospel,QTV Zambia,Sony Entertainment,Sony Max,SuperSport 3,Diamond","African Magic, Zambezi Magic,BBC World News,Channel O,Chipata,E! Entertainment,MTV Base,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,SuperSport 3,Telemundo,Zee World,TV 2","African Magic, Zambezi Magic,E! Entertainment,MTV Base,SuperSport 3,Telemundo,Zee World,TV 2","African Magic, Zambezi Magic,BBC World News,Channel O,Chipata,E! Entertainment,MTV Base,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,BBC World News,Channel O,Chipata,E! Entertainment,MTV Base,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond"
60644669,"African Magic, Zambezi Magic,E! Entertainment,National Geographic Channel,Sony Max,SuperSport 3,Telemundo,Zee World", ,"QTV Zambia,TV 2,TV1,Diamond","African Magic, Zambezi Magic,E! Entertainment,National Geographic Channel,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,SuperSport 3,Zee World,TV1","National Geographic Channel,Telemundo,Zee World","African Magic, Zambezi Magic,E! Entertainment,National Geographic Channel,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,E! Entertainment,National Geographic Channel,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond"
60648302,"African Magic, Zambezi Magic,SuperSport 3,Telemundo,TV 2,TV1,Diamond", ,"Chipata,E! Entertainment,MTV Base,Muvi TV,National Geographic Channel,Nickelodeon,Zee World","African Magic, Zambezi Magic,Chipata,E! Entertainment,MTV Base,Muvi TV,National Geographic Channel,Nickelodeon,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,National Geographic Channel,SuperSport 3,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,National Geographic Channel,SuperSport 3,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Chipata,E! Entertainment,MTV Base,Muvi TV,National Geographic Channel,Nickelodeon,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Chipata,E! Entertainment,MTV Base,Muvi TV,National Geographic Channel,Nickelodeon,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond"
60649333,"Channel O,QTV Zambia,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,Zee World,TV 2,TV1,Diamond", ,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,Bloomberg,Cartoon network,CCTV News,Chipata,E! Entertainment,Emmanuel TV,MTV Base,Muvi TV,Mzansi,National Geographic Channel,Nickelodeon,One Gospel,Telemundo","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Cartoon network,CCTV News,Channel O,Chipata,E! Entertainment,Emmanuel TV,Mzansi,National Geographic Channel,Nickelodeon,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,E! Entertainment,Emmanuel TV,SuperSport 3,Telemundo,Zee World,TV 2","African Magic, Zambezi Magic,E! Entertainment,Emmanuel TV,SuperSport 3,Telemundo,Zee World,TV 2","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Channel O,Chipata,E! Entertainment,Emmanuel TV,Mzansi,National Geographic Channel,Nickelodeon,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Channel O,Chipata,E! Entertainment,Emmanuel TV,Mzansi,National Geographic Channel,Nickelodeon,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Diamond"
60649637,"CBC TV,E! Entertainment,Fox,Hope Channel,M-Net Movies Zone,MTV Base,Prime Television,QTV Zambia,Sony Max,Telemundo,Zee World,TV 2,TV1,Diamond", ,"African Magic, Zambezi Magic,Muvi TV,Supersport Blitz,SuperSport Select,Trace Gospel,Trace Muzik,Trace Urban","African Magic, Zambezi Magic,CBC TV,E! Entertainment,Fox,Hope Channel,M-Net Movies Zone,MTV Base,Muvi TV,Prime Television,QTV Zambia,Sony Max,Telemundo,Trace Gospel,Trace Muzik,Trace Urban,Zee World,TV 2,TV1,Diamond","CBC TV,Zee World","CBC TV,QTV Zambia,Zee World","CBC TV,E! Entertainment,MTV Base,QTV Zambia,Zee World","African Magic, Zambezi Magic,CBC TV,E! Entertainment,Fox,Hope Channel,M-Net Movies Zone,MTV Base,Muvi TV,Prime Television,QTV Zambia,Sony Max,Telemundo,Trace Gospel,Trace Muzik,Trace Urban,Zee World,TV 2"
60649638,"African Magic, Zambezi Magic,Disney Channel,Hope Channel,QTV Zambia,Supersport Blitz,Telemundo,Zee World,TV 2,TV1,Others",ENC,"BBC World News,Disney XD,E Africa,SuperSport Select","Disney XD,E Africa,Hope Channel,QTV Zambia,Supersport Blitz,SuperSport Select,Telemundo,Zee World,TV 2,TV1,{0}","Supersport Blitz,SuperSport Select,Zee World,{0}","Disney XD,Hope Channel,SuperSport Select,Telemundo,Zee World,TV1","Disney XD,E Africa,Hope Channel,QTV Zambia,Supersport Blitz,SuperSport Select,Telemundo,Zee World,TV 2,TV1","Disney XD,E Africa,Hope Channel,QTV Zambia,Supersport Blitz,SuperSport Select,Telemundo,Zee World,TV 2,TV1"
60649639,"Prime Television,TV 2,TV1,Diamond", ,"African Magic, Zambezi Magic,E Africa,M-Net Movies Action,M-Net Movies Action +,QTV Zambia,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Supersport Blitz,SuperSport Select","African Magic, Zambezi Magic,Prime Television,QTV Zambia,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Supersport Blitz,SuperSport Select,TV 2,TV1,Diamond",Diamond,Diamond,"QTV Zambia,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Prime Television,QTV Zambia,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Supersport Blitz,SuperSport Select,TV 2,TV1,Diamond"
60649640,"African Magic, Zambezi Magic,Bollywood,CBC TV,Prime Television,Telemundo,Zee World,TV 2,TV1,Diamond,Others",ever plus,"Africa Unite,BBC World News,Disney Channel,E Africa,E! Entertainment,Fox,MTV Base,Muvi TV,QTV Zambia,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Supersport Blitz,SuperSport Select","African Magic, Zambezi Magic,Bollywood,Disney Channel,E Africa,E! Entertainment,MTV Base,Muvi TV,Prime Television,QTV Zambia,Telemundo,Zee World,TV 2,TV1,Diamond,{0}","African Magic, Zambezi Magic,Telemundo,Zee World","African Magic, Zambezi Magic,Bollywood,Telemundo,Zee World,TV 2,TV1","African Magic, Zambezi Magic,Bollywood,Prime Television,QTV Zambia,Telemundo,Zee World,TV 2,TV1,Diamond","Bollywood,E Africa,E! Entertainment,MTV Base,Muvi TV,Prime Television,QTV Zambia,Telemundo,Zee World,TV 2,TV1,Diamond"
60650160,"ABN TB,Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),Ahluibayt TV,Al Jazeera,AMC Series,AMC USA,Amnet,Animal Planet,Animaux,B4U Movies,Baby TV,Bakadoli,BBC Brit,BBC Earth,BBC First,BBC Lifestyle,BBC World News,BET,BET International,Beta TV,Bloomberg,Bollywood,Boomerang,Bostv,Box,Brazil,Bukedde TV1,Capital TV,Cartoon network,CCTV 9 Documentary,Channel O,Disney XD,E! Entertainment,Emmanuel TV,Euro News (English),Euro Sport News,Eva English,Extreme Sports Channel,Fashion TV,Fox,Fox Crime,Fox Entertainment,Fox Movies,Fox Movies +2,Fox News,Fox Sports,Fuel TV- Sports channel,Hossana Tv,Inspiration TV,Joy TV,K24,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,Mzansi,National Geographic Channel,Natura,Nick Jr,Nickelodeon,One Gospel,One Music,Parliament TV,Sony Entertainment,Sony Max,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,SuperSport Select,Telemundo,Universal Channel,Viasat Explore,Viasat Nature,Zee Cinema,Zee World,TV 2,TV 3,TV1", ,None,,,,,
60650161,"Al Jazeera,Baby TV,Bakadoli,Bakadolo,BBC Earth,BBC World News,Boomerang,Emmanuel TV,MBC,Music,Muvi Education,Muvi Muvis,Muvi Nkani,Muvi Novela,Muvi Nyimbo,Muvi Prism Africa,Muvi TV,SuperSport 2,SuperSport 5,TV 2,TV1,Diamond", ,"BBC First,BBC Lifestyle","Emmanuel TV,MBC,Muvi TV","Emmanuel TV,Muvi TV","Emmanuel TV,MBC,Muvi TV","Emmanuel TV,MBC,Muvi TV","Emmanuel TV,MBC,Muvi TV"
60650162,"African Magic, Zambezi Magic,Al Jazeera,Amnet,Disney XD,Emmanuel TV,Fox,Fox Crime,Fox Entertainment,Fox Movies,Fox Movies +2,Hope Channel,Hossana Tv,Nat Geo Wild,National Geographic Channel,Nickelodeon,Q TV,Sony Entertainment,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,Zee World,TV 2,TV 3,TV1,Diamond", ,None,,,,,
60650163,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,CNN,Disney Channel,M-Net Movies Zone,National Geographic Channel,Nickelodeon,Q TV,Sony Entertainment,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,Viasat Crime,Zee World,TV 2,TV1,Diamond", ,"Emmanuel TV,Fox,Prime Television,QTV Zambia","African Magic, Zambezi Magic,Disney Channel,Zee World","African Magic, Zambezi Magic","African Magic, Zambezi Magic,Disney Channel,Zee World","African Magic, Zambezi Magic,Disney Channel,Zee World","African Magic, Zambezi Magic,Disney Channel,Zee World"
60650164,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,Bollywood,E! Entertainment,Emmanuel TV,Fashion TV,Fox,Fox Crime,Fox Entertainment,M-Net Movies Action,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,One Gospel,Prime Television,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,SuperSport Select,Telemundo,TLC Entertainment,Trace Sports Stars,Trace Urban,Travel Channel,Zee World,TV 2,TV1", ,"B4U Movies,Channel O","Channel O,E! Entertainment,Emmanuel TV,M-Net Movies Action,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,One Gospel,Prime Television,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,SuperSport Select,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,TV 2,TV1","Channel O,E! Entertainment,Nat Geo Wild,Prime Television,Q TV,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,TV 2,TV1","Channel O,E! Entertainment,Emmanuel TV,M-Net Movies Action,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,One Gospel,Q TV,SuperSport 3,SuperSport 5,SuperSport 7,SuperSport 9,TV 2","Channel O,E! Entertainment,Emmanuel TV,M-Net Movies Action,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,One Gospel,Prime Television,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,SuperSport Select,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,TV 2,TV1","Channel O,E! Entertainment,Emmanuel TV,M-Net Movies Action,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,One Gospel,Prime Television,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,SuperSport Select,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,TV 2,TV1"
60650165,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,B4U Movies,BBC World News,Bollywood,Discovery Channel,Disney Channel,Emmanuel TV,Fashion TV,Fox,Fox Movies,Mzansi,Nat Geo Wild,National Geographic Channel,Nickelodeon,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Telemundo,Zee World,TV 2,TV1", ,"Fox Entertainment,Prime Television,Diamond","African Magic, Zambezi Magic,African Movie Channel (AMC),Disney Channel,Emmanuel TV,Nickelodeon,Prime Television,Q TV,Sony Max,TV 2,TV1,Diamond","TV 2,TV1","African Magic, Zambezi Magic,Emmanuel TV,Prime Television,TV 2,TV1","African Magic, Zambezi Magic,African Movie Channel (AMC),Disney Channel,Emmanuel TV,Nickelodeon,Prime Television,Q TV,Sony Max,TV 2,TV1,Diamond","African Magic, Zambezi Magic,African Movie Channel (AMC),Disney Channel,Emmanuel TV,Nickelodeon,Prime Television,Q TV,Sony Max,TV 2,TV1,Diamond"
60650166,"African Magic, Zambezi Magic,Al Jazeera,Fox Entertainment,M-Net Movies Zone,National Geographic Channel,Nickelodeon,Prime Television,Q TV,Sony Entertainment,Sony Max,SuperSport 4,SuperSport 8,Telemundo,Zee World,TV 2,TV1,Diamond", ,"Disney XD,E! Entertainment,Emmanuel TV","E! Entertainment,National Geographic Channel,TV 2",TV 2,"E! Entertainment,National Geographic Channel,TV 2","E! Entertainment,National Geographic Channel,TV 2","E! Entertainment,National Geographic Channel,TV 2"
60650383,"African Magic, Zambezi Magic,Al Jazeera,E! Entertainment,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Stars,MTV,MTV Base,My TV,Mzansi,National Geographic Channel,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,TV 2,TV1,Zuku Movies Family", ,"BBC World News,BET International,Bloomberg,Cartoon network,CCTV News,Channel O,Chipata,Citizen TV,CNN,Discovery Channel,Discovery IDX,Disney Channel,DW-TV,Fashion One,Jim Jam,M-Net,M-Net City,M-Net Movies Action,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Zone,Mobi Tv,Muvi TV,Nickelodeon,One Gospel,QTV Zambia,Sony Entertainment,Sony Max,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,TBN,TCM,Trace Gospel,Universal Channel,Diamond","Al Jazeera,E! Entertainment,Fashion One,M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Muvi TV,Mzansi,National Geographic Channel,Nickelodeon,One Gospel,QTV Zambia,Sony Entertainment,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,TCM,Telemundo,Trace Gospel,Universal Channel,Zee World,TV 2,TV1,Diamond","MTV Base,National Geographic Channel,Sony Max,SuperSport 2,SuperSport 3,Telemundo,Zee World,TV 2,TV1","MTV Base,National Geographic Channel,Sony Max,SuperSport 1,SuperSport 3,Zee World,TV 2","Al Jazeera,E! Entertainment,Fashion One,M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Muvi TV,Mzansi,National Geographic Channel,Nickelodeon,One Gospel,QTV Zambia,Sony Entertainment,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,TCM,Telemundo,Trace Gospel,Universal Channel,Zee World,TV 2,TV1,Diamond","M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Muvi TV,Mzansi,National Geographic Channel,Nickelodeon,One Gospel,QTV Zambia,Sony Entertainment,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,TCM,Telemundo,Trace Gospel,Universal Channel,Zee World,TV 2,TV1,Diamond"
60650431,None, ,None,,,,,
60650432,None, ,None,,,,,
60650433,"TV 2,TV1", ,"BBC World News,Telemundo,Zee World","Zee World,TV 2,TV1",TV1,TV1,TV1,TV1
60650434,None, ,None,,,,,
60650435,"E Africa,StarTimes Bollywood HD,TV 2,TV1,Diamond", ,"African Movie Channel (AMC),BBC World News,Star Bollywood,Star KungFu 1,Star Movies 1,Star Novela E1,SuperSport 3","Star KungFu 1,Star Movies 1,SuperSport 3,TV 2,TV1,Diamond",TV1,"TV 2,TV1","Star KungFu 1,Star Movies 1,SuperSport 3,TV 2,TV1,Diamond","Star KungFu 1,Star Movies 1,SuperSport 3,TV 2,TV1,Diamond"
60650436,"Africa Unite,Emmanuel TV,Star KungFu 1,Star Movies 1,Star Movies 1 +2Hrs,Star Novela E1,TV1", ,Zuku Movies Action,"Star KungFu 1,TV1",Star KungFu 1,"Star KungFu 1,TV1","Star KungFu 1,TV1","Star KungFu 1,TV1"
60650481,"North-Western TV,TV 2,TV1", ,"African Magic, Zambezi Magic,CBC TV,E Africa,Fox,M-Net Movies Zone,Prime Television,QTV Zambia,SuperSport Select,Diamond","African Magic, Zambezi Magic,CBC TV,E Africa,Fox,M-Net Movies Zone,North-Western TV,Prime Television,QTV Zambia,SuperSport Select,TV 2,TV1,Diamond,Don't know",Don't know,Prime Television,"M-Net Movies Zone,Prime Television,QTV Zambia,TV 2,TV1,Diamond","African Magic, Zambezi Magic,CBC TV,E Africa,Fox,M-Net Movies Zone,North-Western TV,Prime Television,QTV Zambia,SuperSport Select,TV 2,TV1,Diamond"
60650482,"African Magic, Zambezi Magic,E Africa,Fox,Prime Television,QTV Zambia,Telemundo,Zee World,TV 2,TV1,Diamond", ,Bollywood,"African Magic, Zambezi Magic,Bollywood,E Africa,Fox,Prime Television,QTV Zambia,Telemundo,Zee World,TV 2,TV1,Diamond,Don't know","Telemundo,Zee World","Bollywood,Prime Television,Telemundo,Zee World","African Magic, Zambezi Magic,Prime Television,Telemundo,Zee World,TV 2,TV1","African Magic, Zambezi Magic,Bollywood,E Africa,Fox,Prime Television,QTV Zambia,Telemundo,Zee World,TV 2,TV1,Diamond"
