SbjNum,TOM - Radio Spontaneous Awareness,Other Mentions - Radio Spontaneous Awareness,Radio Prompted Awareness,Total Awareness,Ever Listened to Radio,Radio Listeners (Yesterday),Radio Listeners (P7D - Past 7 Days),Radio Listeners (P4W) - Past 4 Weeks,Radio Listeners (P12M) - Past 12 Months
134593014,,,"Radio 1,Radio 2,Isoka,Nakonde,","Radio 1,Radio 2,Isoka,Nakonde,","Radio 2,Isoka,Nakonde","Isoka,Nakonde","Radio 1,Radio 2,",,
134593167,,,"Isoka,","Isoka,",,,"Isoka,",,
134593170,,,"Radio 1,Isoka,","Radio 1,Isoka,",",Radio 1,","Isoka,",nan,,"Radio 1,"
134627017,,,"Mpika,Isoka,","Mpika,Isoka,","Isoka,",,nan,,",Mpika,Isoka,"
134628080,,,"Isoka,","Isoka,",,,nan,,"Isoka,"
134628081,,,"Isoka,","Isoka,",,,nan,,"Isoka,"
134628085,,,"Isoka,","Isoka,",,,nan,"Isoka,",
134630895,,,"Isoka,","Isoka,",,,nan,,"Isoka,"
134630896,,,"Nakonde,","Nakonde,",,,nan,,",Nakonde"
134695948,,,"Isoka,","Isoka,",,,nan,,"Isoka,"
134695950,,,"Isoka,","Isoka,",,,nan,,"Isoka,"
134802323,,,"Radio 1,Radio 2,Mpika,Isoka,","Radio 1,Radio 2,Mpika,Isoka,","Radio 2,Mpika,Isoka","Radio 1,Radio 2,",nan,"Mpika,","Isoka,"
134842871,,,"BBC,Radio 1,Radio 2,Radio Chrsitian Voice,Mpika,","BBC,Radio 1,Radio 2,Radio Chrsitian Voice,Mpika,","Radio 2,Mpika,",,nan,",Radio 2,Mpika,","Radio 1,"
134847405,,,"Radio 1,Radio 2,Mpika","Radio 1,Radio 2,Mpika","Radio 2,Mpika,",,nan,"Radio 1,Radio 2,Mpika,",
134867919,,,"Radio 1,Radio 2,Mpika","Radio 1,Radio 2,Mpika","Radio 2,Mpika,",,nan,"Radio 2,","Radio 1,Mpika,"
134874965,,,"Radio 1,Radio 2,Radio 4,Mpika,Isoka,","Radio 1,Radio 2,Radio 4,Mpika,Isoka,","Radio 2,Radio 4,Mpika,Isoka,",,"Radio 1,Radio 2,Mpika,",,"Radio 4,Isoka,"
134883675,,,"Radio 1,Radio 2,Mpika","Radio 1,Radio 2,Mpika",,,nan,"Mpika,",
134883678,,,"BBC,Radio 1,Radio 4,Mpika,","BBC,Radio 1,Radio 4,Mpika,","Radio 1,Radio 4,Mpika",,"BBC,Radio 1,","Radio 4,Mpika,",
134886401,,,"Mpika,","Mpika,",,,"Mpika,",,
134886402,,,"Mpika,","Mpika,",,"Mpika,",nan,,
134907089,,,"BBC,Radio 1,Radio 2,Mpika,","BBC,Radio 1,Radio 2,Mpika,","Radio 1,Radio 2,Mpika",,"BBC,Radio 1,Radio 2,Mpika,",,
134920576,,,"Mpika,","Mpika,",,"Mpika,",nan,,
134920577,,,"Mpika,","Mpika,",,"Mpika,",nan,,
134954272,,,"Radio 1,Radio 2,Mpika","Radio 1,Radio 2,Mpika",,"Mpika,",nan,,
134974994,,,"Radio 1,Radio 2,Radio 4","Radio 1,Radio 2,Radio 4","Radio 4,",,",Radio 2,Radio 4,",,
134994525,,,,,,,nan,,
135036498,,,,,,,nan,,
135116989,,,"Muchinga,","Muchinga,",,,"Muchinga,",,
135121826,,,"Radio 1,Radio 4,Muchinga","Radio 1,Radio 4,Muchinga","Radio 4,Muchinga,",,"Radio 1,Radio 4,","Muchinga,",
135121888,,,"Radio 1,Muchinga,","Radio 1,Muchinga,",,"Muchinga,",nan,,
135121890,,,"Radio 1,Radio 4,Muchinga,Nakonde,","Radio 1,Radio 4,Muchinga,Nakonde,","Muchinga,Nakonde,",,nan,"Radio 1,Muchinga,Nakonde",
135139935,,,"BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,","BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,","Radio 2,Radio 4,Radio Chrsitian Voice",,nan,,"Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,"
135142855,,,"BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Muchinga","BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Muchinga",,,"Muchinga,",,
134699420,,,"Radio 1,Radio 2,Radio 4,Luapula,Nchelenge,","Radio 1,Radio 2,Radio 4,Luapula,Nchelenge,","Nchelenge,",",Luapula,Nchelenge,",nan,,
134882112,,,"Radio 1,Tuta,Yangeni","Radio 1,Tuta,Yangeni",,,"Yangeni,",,
134590020,,,"Bangwela,","Bangwela,",,"Bangwela,",nan,,
134625963,,,"Radio 1,Radio 2,K FM","Radio 1,Radio 2,K FM","Radio 2,K FM,",,nan,"KFM,","Radio 1,Radio 2,"
135119027,,,"Radio 1,Radio 2,Bangwela,K FM,Luapula,Tuta,Yangeni,","Radio 1,Radio 2,Bangwela,K FM,Luapula,Tuta,Yangeni,","Bangwela,K FM,",,nan,,"Radio 1,Bangwela,KFM,"
135119028,,,"Radio 1,Radio 2,K FM,Yangeni,","Radio 1,Radio 2,K FM,Yangeni,","Radio 2,K FM,Yangeni",,nan,,"Radio 1,Radio 2,KFM,Yangeni,"
135119029,,,"Radio 1,Radio 2,Bangwela,Luapula,Tuta,","Radio 1,Radio 2,Bangwela,Luapula,Tuta,","Bangwela,Luapula,",,nan,,"Radio 1,BangwelaLuapula,"
135181095,,,"KNC,Maranatha,Radio 2,Foston Radio,Komboni Radio,","KNC,Maranatha,Radio 2,Foston Radio,Komboni Radio,","Maranatha,Radio 2,Foston Radio,Komboni Radio,",",Radio 2,Komboni Radio,","KNC,",",Maranatha,",",Foston Radio"
135118017,,,"KNC,Power,","KNC,Power,","Power,","KNC,Power,",nan,,
134906054,,,"KNC,Mkushi FM,","KNC,Mkushi FM,","Mkushi FM,",,nan,"KNC,","Mkushi FM,"
135118016,,,"KNC,Power,","KNC,Power,","Power,",,nan,"KNC,","Power,"
134849440,,,"KNC,Joy,Mkushi FM,Phoenix,Radio Chrsitian Voice,Komboni Radio,Sun FM,","KNC,Joy,Mkushi FM,Phoenix,Radio Chrsitian Voice,Komboni Radio,Sun FM,","Joy,Mkushi FM,Phoenix,Radio Chrsitian Voice,Komboni Radio,Sun FM",,"Mkushi FM,","KNC,Joy,Radio Chrsitian Voice,Komboni Radio,Sun FM,","Phoenix,"
134912427,,,"KNC,Mkushi FM,Radio 1","KNC,Mkushi FM,Radio 1","Mkushi FM,Radio 1,","KNC,Mkushi FM,",nan,,"Radio 1,"
135076265,,,"KNC,Joy,Radio 1,Radio 2,","KNC,Joy,Radio 1,Radio 2,","Joy,Radio 1,Radio 2","KNC,","Radio 1,","Joy,","Radio 2,"
134944785,,,"KNC,Joy,Radio 1","KNC,Joy,Radio 1","Joy,Radio 1,",,nan,"KNC,Joy,Radio 1,",
135106730,,,"KNC,Radio 1,","KNC,Radio 1,","Radio 1,",,nan,"KNC,Radio 1,",
134906052,,,"Mkushi FM,","Mkushi FM,",,,"Mkushi FM,",,
134905643,,,"KNC,Mkushi FM,","KNC,Mkushi FM,","Mkushi FM,",,nan,"KNC,Mkushi FM,",
135085242,,,"KNC,Radio 1,Radio 2","KNC,Radio 1,Radio 2","Radio 1,Radio 2,",,nan,,"KNC,Radio 1,Radio 2,"
134584236,,,"KNC,Joy,Phoenix,Power,Serenje,Komboni Radio","KNC,Joy,Phoenix,Power,Serenje,Komboni Radio","Power,Serenje,Komboni Radio,Phoenix,","Serenje,","Power,",,"KNC,Phoenix,Komboni Radio,"
134608556,,,"Joy,Radio 1,Radio 2,Serenje,","Joy,Radio 1,Radio 2,Serenje,","Radio 1,Radio 2,Serenje","Radio 1,Radio 2,Serenje,",nan,,"Joy,"
134636214,,,"Serenje,","Serenje,",,,nan,,"Serenje,"
134636310,,,"Joy,Radio 1,Serenje","Joy,Radio 1,Serenje",",Serenje,",,nan,,"Radio 1,Serenje,"
134663353,,,"Radio 2,Serenje,","Radio 2,Serenje,",",Radio 2,",,nan,"Radio 2,","Serenje,"
134733978,,,"Joy,Radio 1,","Joy,Radio 1,","Radio 1,",,"Radio 1,","Joy,",
134772679,,,"KNC,Mkushi FM,Radio 1,Komboni Radio,","KNC,Mkushi FM,Radio 1,Komboni Radio,","Komboni Radio,",,nan,,"KNC,Komboni Radio,"
134804235,,,,,,,nan,,
134849446,,,"KNC,Mkushi FM,Radio 1","KNC,Mkushi FM,Radio 1","Mkushi FM,Radio 1,","KNC,Mkushi FM,Radio 1,",nan,,
134876927,,,,,,,nan,,
134883969,,,,,,,nan,,
134906839,,,"Mkushi FM,Radio 1,","Mkushi FM,Radio 1,","Radio 1,",,nan,,"Mkushi FM,Radio 1,"
134946926,,,"Radio 1,","Radio 1,",,"Radio 1,",nan,,
135031767,,,"KNC,Radio 1,","KNC,Radio 1,","Radio 1,","KNC,","Radio 1,",,
135033820,,,"Radio 1,","Radio 1,",,,nan,"Radio 1,",
135075173,,,"Phoenix,Radio 1,","Phoenix,Radio 1,","Radio 1,",,nan,",Phoenix,Radio 1,",
135076264,,,,,,,nan,,
134572213,,,"Liseli,Lyambai,","Liseli,Lyambai,","Lyambai,","Liseli,Lyambai,",nan,,
134577100,,,"Radio 1,Radio 2,Radio 4,Liseli,Lukulu,","Radio 1,Radio 2,Radio 4,Liseli,Lukulu,","Radio 2,Radio 4,Liseli,Lukulu,","Radio 1,Radio 4,Liseli,Lukulu,","Radio 2,",,
134577101,,,"Radio 1,","Radio 1,",,"Radio 1,",nan,,
134577385,,,"BBC,Radio 1,Radio 2,Liseli,Lyambai,","BBC,Radio 1,Radio 2,Liseli,Lyambai,","Liseli,",,nan,,"Radio 1,Liseli,"
134579229,,,"Radio 1,Radio 2,Radio 4,Parliament,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,","Radio 1,Radio 2,Radio 4,Parliament,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,",,,nan,,"Mungu,"
134579231,,,"Liseli,","Liseli,",,,nan,,"Liseli,"
134582221,,,"BBC,Liseli,Luanginga Cheke","BBC,Liseli,Luanginga Cheke",,,"Liseli,",,
134584960,,,"Radio 1,Liseli,","Radio 1,Liseli,","Liseli,",,nan,,"Radio 1,Liseli,"
134588149,,,"Radio 1,","Radio 1,",,,nan,"Radio 1,",
134592200,,,"Mungu,","Mungu,",,,nan,"Mungu,",
134593901,,,"Liseli,","Liseli,",,,nan,,"Liseli,"
134593906,,,"Luanginga Cheke,","Luanginga Cheke,",,"Luanginga Cheke,",nan,,
134595796,,,"Radio 1,Radio 2,Radio 4,Liseli,","Radio 1,Radio 2,Radio 4,Liseli,",,"Liseli,",nan,,
134595797,,,"Lyambai,","Lyambai,",,,nan,"Lyambai,",
134611635,,,"Radio 2,","Radio 2,",,,nan,,"Radio 2,"
134611636,,,"Radio 1,","Radio 1,",,,nan,,"Radio 1,"
134611637,,,"Radio 1,Radio 2,Radio 4,Lyambai,Mosi-0-Tunya,Mungu","Radio 1,Radio 2,Radio 4,Lyambai,Mosi-0-Tunya,Mungu","Radio 2,Radio 4,Lyambai,Mosi-0-Tunya,Mungu,",,nan,,"Radio 1,Radio 2,Radio 4,Lyambai,Mosi-O-Tunya,Mungu,"
134611638,,,"Radio 1,Radio 2,Radio 4,Liseli,Lyambai,Mosi-0-Tunya","Radio 1,Radio 2,Radio 4,Liseli,Lyambai,Mosi-0-Tunya","Radio 2,Liseli,Mosi-0-Tunya",,nan,"Radio 1,Radio 2,","Liseli,Mosi-O-Tunya,"
134611639,,,"Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,","Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,","Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai,Mosi-0-Tunya",,"Liseli,Luanginga Cheke,",,"Radio 1,Radio 2,Radio 4,Lyambai,Mosi-O-Tunya,"
134611640,,,"BBC,Radio 1,Radio 2,Liseli,Luanginga Cheke,Lyambai,Mosi-0-Tunya,Mungu,","BBC,Radio 1,Radio 2,Liseli,Luanginga Cheke,Lyambai,Mosi-0-Tunya,Mungu,","Radio 2,Liseli,",,nan,"Radio 1,Radio 2,Liseli,",
134611641,,,"BBC,Q FM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Lukulu,Lyambai,","BBC,Q FM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Lukulu,Lyambai,","Q FM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Lukulu,Lyambai","Radio 2,",nan,,"BBC,Q FM,Radio 1,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Lukulu,Lyambai,"
134637634,,,"Radio 1,","Radio 1,",,"Radio 1,",nan,,
134637635,,,"Lyambai,","Lyambai,",,,"Lyambai,",,
134637636,,,"Lyambai,","Lyambai,",,,nan,"Lyambai,",
134637637,,,"Liseli,","Liseli,",,,nan,"Liseli,",
134637638,,,"Liseli,","Liseli,",,,nan,,"Liseli,"
134637639,,,"Liseli,","Liseli,",,,nan,,"Liseli,"
134639774,,,"Liseli,Luanginga Cheke,","Liseli,Luanginga Cheke,","Luanginga Cheke,",,nan,,"Liseli,Luanginga Cheke,"
134639775,,,"Luanginga Cheke,","Luanginga Cheke,",,,nan,,"Luanginga Cheke,"
134648756,,,"Radio 1,Liseli,Luanginga Cheke,Lyambai,","Radio 1,Liseli,Luanginga Cheke,Lyambai,","Liseli,Luanginga Cheke,Lyambai",,nan,,"Radio 1,Liseli,Luanginga Cheke,Lyambai,"
134648916,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai,Mosi-0-Tunya,Mungu,","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai,Mosi-0-Tunya,Mungu,","Lyambai,",,nan,"Radio 2,","Lyambai,"
134648917,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 4,Liseli,Luanginga Cheke",,",Radio 2,Liseli,Luanginga Cheke,","Radio 4,",
134648918,,,"Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,","Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,","Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai,",,"Radio 1,Luanginga Cheke,",",Radio 2,Radio 4,Liseli,Lyambai,",
134648919,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,",,,nan,"Radio 2,",
134648920,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Liseli,Luanginga Cheke,",,nan,",Radio 2,Liseli,Luanginga Cheke,",
134648921,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 2,Liseli,Luanginga Cheke",,nan,"Radio 1,Radio 2,Luanginga Cheke,","Liseli,"
134648922,,,"Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya","Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya","Radio 2,Liseli,Luanginga Cheke",,nan,",Radio 2,Luanginga Cheke,","Radio 1,Liseli,"
134650476,,,"BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lyambai,","BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lyambai,","Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lyambai,",,nan,"BBC,Liseli,Luanginga Cheke,Lyambai,","Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,"
134657575,,,"Radio 1,Liseli,Luanginga Cheke","Radio 1,Liseli,Luanginga Cheke","Liseli,Luanginga Cheke,","Liseli,","Radio 1,",,"Luanginga Cheke,"
134657576,,,"Radio 1,Radio 2,Liseli,Luanginga Cheke,","Radio 1,Radio 2,Liseli,Luanginga Cheke,",,,"Liseli,",,
134658246,,,"Liseli,Luanginga Cheke,","Liseli,Luanginga Cheke,","Luanginga Cheke,",,nan,"Luanginga Cheke,","Liseli,"
134658457,,,"Liseli,Luanginga Cheke,","Liseli,Luanginga Cheke,","Luanginga Cheke,",,nan,,"Liseli,Luanginga Cheke,"
134663977,,,"Liseli,Luanginga Cheke,Lyambai","Liseli,Luanginga Cheke,Lyambai","Luanginga Cheke,Lyambai,",,nan,,"Liseli,Luanginga Cheke,Lyambai,"
134663978,,,"Radio 1,Radio 2,Liseli,Luanginga Cheke,Lyambai,","Radio 1,Radio 2,Liseli,Luanginga Cheke,Lyambai,","Radio 2,Liseli,Luanginga Cheke,Lyambai,",,nan,,"Radio 1,Radio 2,Liseli,Luanginga Cheke,Lyambai,"
134666200,,,"Liseli,","Liseli,",,,nan,,"Liseli,"
134666201,,,"Liseli,Luanginga Cheke,","Liseli,Luanginga Cheke,","Luanginga Cheke,",,nan,,"Liseli,Luanginga Cheke,"
134670303,,,"Liseli,Luanginga Cheke,","Liseli,Luanginga Cheke,","Luanginga Cheke,",,nan,,"Liseli,Luanginga Cheke,"
134688604,,,"BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,","BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,","Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,","Radio 2,","Radio 1,","Liseli,Luanginga Cheke,","BBC,Radio 4,Radio Chrsitian Voice,Lukulu,Lyambai,Mosi-O-Tunya,Mungu,"
134688605,,,"BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Luanginga Cheke,Lyambai,Mungu,","BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Luanginga Cheke,Lyambai,Mungu,","Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Luanginga Cheke,Lyambai,Mungu","Radio 1,Radio 2,","Liseli,",",Luanginga Cheke,Mungu,","BBC,Radio 4,Radio Chrsitian Voice,Parliament,Lyambai,"
134688606,,,"BBC,Q FM,Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai","BBC,Q FM,Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai","Q FM,Radio 1,Radio 2,Liseli,Luanginga Cheke,Lyambai",,",Radio 2,Liseli,Luanginga Cheke,","Radio 1,Lyambai,","BBC,Q FM,"
134688607,,,"BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu","BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu","Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu,",,"Liseli,","Luanginga Cheke,","BBC,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Lukulu,Lyambai,Mosi-O-Tunya,Mungu,"
134688608,,,"Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 2,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lyambai,",,nan,"Radio 1,Radio 2,Liseli,Luanginga Cheke,Lyambai,",",Radio Chrsitian Voice,"
134688609,,,"BBC,Q FM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Luanginga Cheke,Lyambai,Mosi-0-Tunya,","BBC,Q FM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Luanginga Cheke,Lyambai,Mosi-0-Tunya,","Q FM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Luanginga Cheke,Lyambai",,"Luanginga Cheke,","Radio 1,Radio 2,Liseli,Lyambai,","BBC,Q FM,Radio 4,Radio Chrsitian Voice,Parliament,"
134698579,,,"Radio 1,Radio 2,Liseli,Lyambai,","Radio 1,Radio 2,Liseli,Lyambai,","Radio 2,Liseli,Lyambai",,nan,,"Radio 1,Radio 2,Liseli,Lyambai,"
134724193,,,"Liseli,","Liseli,",,,nan,,
134724194,,,"Radio 1,Liseli,Lyambai","Radio 1,Liseli,Lyambai",,,nan,,"Radio 1,"
134730192,,,"Liseli,","Liseli,",,,nan,,"Liseli,"
134748432,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mungu,","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mungu,",,,nan,,
134748433,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai","Radio 2,Radio 4,Liseli,Luanginga Cheke,",,nan,"Radio 1,Radio 2,Luanginga Cheke,","Radio 4,Liseli,"
134748434,,,,,,,nan,,
134748435,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai,",,nan,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai,",
134748436,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai","Radio 2,Radio 4,Liseli,Luanginga Cheke,Lyambai,",,nan,"Radio 2,","Radio 1,Radio 4,Liseli,Luanginga Cheke,Lyambai,"
134748437,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,","Luanginga Cheke,",,nan,,",Radio 2,Luanginga Cheke,"
134748438,,,"Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lyambai,Mosi-0-Tunya,","Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lyambai,Mosi-0-Tunya,","Radio 2,Radio 4,Liseli,Luanginga Cheke,",,nan,",Radio 2,Radio 4,Liseli,Luanginga Cheke,","Radio 1,"
134774557,,,"Radio 1,Radio 2,Liseli,Lyambai,","Radio 1,Radio 2,Liseli,Lyambai,","Radio 2,Liseli,Lyambai",,nan,,"Radio 1,Radio 2,Liseli,Lyambai,"
134793989,,,"Radio 1,Radio 2,Liseli","Radio 1,Radio 2,Liseli",,,nan,,"Radio 1,"
134793990,,,,,,,nan,,
134793991,,,,,,,nan,,
134793992,,,"Liseli,","Liseli,",,,nan,,"Liseli,"
134793993,,,,,,,nan,,
134793994,,,"Liseli,","Liseli,",,,nan,,"Liseli,"
134793995,,,"Radio 1,Radio 2,Liseli,Luanginga Cheke,","Radio 1,Radio 2,Liseli,Luanginga Cheke,","Luanginga Cheke,",,"Liseli,Luanginga Cheke,",,
134793996,,,"Radio 1,Liseli,Luanginga Cheke,Lyambai,","Radio 1,Liseli,Luanginga Cheke,Lyambai,","Luanginga Cheke,",,nan,"Liseli,Luanginga Cheke,",
134793997,,,,,,,nan,,
134811310,,,"Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 1,Radio 2,Radio 4,Liseli,Luanginga Cheke,Lukulu,Lyambai,","Radio 2,Liseli,Luanginga Cheke,Lyambai,",,nan,"Liseli,","Radio 1,Radio 2,Luanginga Cheke,Lyambai,"
134811311,,,"BBC,Q FM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu","BBC,Q FM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Liseli,Luanginga Cheke,Lukulu,Lyambai,Mosi-0-Tunya,Mungu","Liseli,Luanginga Cheke,",,nan,"Radio 1,Liseli,Luanginga Cheke,",
134821798,,,"Lukulu,","Lukulu,",,,nan,,"Lukulu,"
134821868,,,"Lukulu,Lyambai,","Lukulu,Lyambai,",,"Lukulu,",nan,,
134837803,,,"Lukulu,","Lukulu,",,,nan,,"Lukulu,"
134837804,,,"Lukulu,","Lukulu,",,,nan,,"Lukulu,"
134837805,,,"Liseli,Lukulu,","Liseli,Lukulu,","Lukulu,","Liseli,Lukulu,",nan,,
134852585,,,,,,,nan,,
134852586,,,"Liseli,Lukulu,","Liseli,Lukulu,",,"Lukulu,",nan,,
134852587,,,"Liseli,Luanginga Cheke,","Liseli,Luanginga Cheke,","Luanginga Cheke,",,"Liseli,Luanginga Cheke,",,
134852588,,,"Lukulu,","Lukulu,",,,nan,,"Lukulu,"
134852589,,,,,,,nan,,
134852590,,,"Lukulu,","Lukulu,",,,nan,,"Lukulu,"
134852591,,,"Lukulu,","Lukulu,",,,nan,,"Lukulu,"
134852592,,,"Lukulu,","Lukulu,",,,nan,,"Lukulu,"
134852593,,,,,,,nan,,
134853640,,,"Liseli,Lukulu,","Liseli,Lukulu,","Lukulu,",,nan,,"Liseli,Lukulu,"
134853643,,,"Radio 1,Liseli,Luanginga Cheke,Lukulu,Mungu,","Radio 1,Liseli,Luanginga Cheke,Lukulu,Mungu,","Lukulu,",,"Liseli,Lukulu,",,
134853646,,,"Lukulu,Mungu,","Lukulu,Mungu,",,,nan,,"Lukulu,"
134863727,,,"Q FM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Lukulu,Lyambai,Mungu,","Q FM,Radio 1,Radio 2,Radio 4,Radio Chrsitian Voice,Parliament,Liseli,Lukulu,Lyambai,Mungu,","Lukulu,",,"Radio 1,Lukulu,",,
134863729,,,"BBC,Q FM,Radio 1,Radio 2,Radio Chrsitian Voice,Liseli,Lukulu,Lyambai,Mungu","BBC,Q FM,Radio 1,Radio 2,Radio Chrsitian Voice,Liseli,Lukulu,Lyambai,Mungu","Lukulu,","Lukulu,","Liseli,",,
134921923,,,"Liseli,Lukulu,Mungu","Liseli,Lukulu,Mungu",,"Liseli,",nan,,
